,Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Ordem P/VP,Ordem Dividend Yield,Score,address1,address2,city,state,zip,country,phone,fax,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,maxAge,priceHint,previousClose,regularMarketPreviousClose,dividendRate,dividendYield,exDividendDate,beta,trailingPE,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,ticker,lastSplitFactor,lastSplitDate,website,payoutRatio,mostRecentQuarter,earningsQuarterlyGrowth,totalCash,totalCashPerShare,totalDebt,debtToEquity,earningsGrowth,revenueGrowth,trailingAnnualDividendRate,trailingAnnualDividendYield,forwardPE,forwardEps
56,HBCR11,Outros,138.0,7.79,14.69,1.1,220800000,4323460,2,2172.42,430.16,19.8,0.0,85,18,103,,,,,,Brazil,,,,,,,,,,86400,2,137.403,137.403,,,,,3.9552882,128470.0,121005.0,121005.0,137.4,,220800000.0,146.0,,135.8344,132.901,BRL,,,1600000.0,0.26722,1600590.0,,,,,,34.89,,,0.17908406,0.19995654,0.596953,1738540800.0,SAO,EQUITY,HBCR11.SA,HBCR11.SA,FII HBC REN CI,Fundo De Investimento Imobiliario Hbc Renda Urbana,1624885200,America/Sao_Paulo,BRT,abdc4483-1d50-373a-ad6a-965c87464226,finmb_695846698,-10800000,138.0,none,,,,,,,,,,,,,,,,HBCR11.SA,,,,,,,,,,,,,,,,
57,KFOF11,Títulos e Val. Mob.,66.35,9.31,7.74,0.73,465416000,1620570,0,0.0,0.0,0.0,0.0,21,82,103,,,,,,Brazil,,,Asset Management,asset-management,Asset Management,Financial,financial,,,86400,2,65.7,65.7,9.6,0.0992,1696204800.0,,19.688427,25855.0,22875.0,22875.0,66.08,66.2,465416032.0,104.98,,69.833,82.57885,BRL,,,7014560.0,0.01993,7014560.0,,,,,,3.37,,,-0.34306931,0.19995654,0.75,1738540800.0,SAO,EQUITY,KFOF11.SA,KFOF11.SA,FII KINEAFOFCI,Kinea Fundo Fundos De Investimento Imobiliario FII,1551099600,America/Sao_Paulo,BRT,37a2da96-aacc-3daf-a0c3-b8c3378e1079,finmb_559519808,-10800000,66.35,none,,,,,,,,,,,,,,,,KFOF11.SA,,,,,,,,,,,,,,,,
58,BTCI11,Títulos e Val. Mob.,8.36,13.04,13.08,0.85,831997000,1662490,0,0.0,0.0,0.0,0.0,63,41,104,,,,,,Brazil,,,,,,,,,,86400,2,8.38,8.38,1.21,0.123,1696809600.0,,6.1470585,216439.0,151537.0,151537.0,8.36,8.39,831997184.0,10.4,,8.4298,9.42665,BRL,,,99521200.0,0.02172,99521200.0,10.402,0.8036915,,,,1.36,,,-0.1827957,0.19995654,0.092,1736380800.0,SAO,EQUITY,BTCI11.SA,BTCI11.SA,FII BTG CRI CI,Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario,1546603200,America/Sao_Paulo,BRT,b76f1a47-a560-368a-abe1-f6707e94df72,finmb_557652578,-10800000,8.36,none,,,,,,,,,,,,,,BRL,,BTCI11.SA,9:1,1674086400.0,,,,,,,,,,,,,,
59,VGIP11,Títulos e Val. Mob.,77.2,13.04,13.19,0.88,909975000,2118440,0,0.0,0.0,0.0,0.0,67,39,106,,,,,,Brazil,,,,,,,,,,86400,2,74.5,74.5,9.6,0.1092,1697155200.0,,12.043681,27899.0,23615.0,23615.0,76.66,77.2,909971776.0,94.53,,75.0724,84.06225,BRL,,,11787200.0,0.00828,11787200.0,,,,,,6.41,,,-0.17600596,0.19995654,0.92,1736812800.0,SAO,EQUITY,VGIP11.SA,VGIP11.SA,FII VALORAIPCI,Valora Cri Indice De Preco Fundo De Investimento Imobiliario,1584709200,America/Sao_Paulo,BRT,0b29dfc5-4b1c-3f3a-b2ef-aac9176f1d5d,finmb_649474402,-10800000,77.2,none,,,,,,,,,,,,,,,,VGIP11.SA,,,,,,,,,,,,,,,,
60,RBRY11,Títulos e Val. Mob.,84.82,10.84,13.56,0.91,1083110000,3032720,0,0.0,0.0,0.0,0.0,72,34,106,,,,,,Brazil,,,Asset Management,asset-management,Asset Management,Financial,financial,,,86400,2,84.01,84.01,14.4,0.1437,1696982400.0,,,37826.0,34256.0,34256.0,84.8,85.35,,101.35,,83.8138,92.92145,BRL,,,,0.047069997,,,,,,,,,,-0.16243702,0.19995654,0.97,1736726400.0,SAO,EQUITY,RBRY11.SA,RBRY11.SA,FII RBR PCRICI,Fundo Investimeto Imobiliario Rbr Private Credito Imobiliario,1558530000,America/Sao_Paulo,BRT,3fc1ae87-4354-3c49-bdb8-d96e0a60f8cd,finmb_570773664,-10800000,84.82,none,,,,,,,,,,,,,,,,RBRY11.SA,,,,,,,,,,,,,,,,
61,SNAG11,Híbrido,9.2,10.51,13.22,0.89,558811000,1347290,3,125.18,11.01,8.8,0.0,70,37,107,,,,,,,,,,,,,,,,86400,2,9.14,9.14,,,,,,,,,9.17,9.19,,10.3,,9.2372,9.7997,BRL,,,,,,,,,,,,,,,,,,SAO,EQUITY,SNAG11.SA,SNAG11.SA,FIAGRO SUNO CI,Suno Agro - Fiagro-Imobiliario,1659963600,America/Sao_Paulo,BRT,d2831946-ae34-35d4-abbb-d20f2f985bc6,finmb_1783899591,-10800000,9.2,none,,,,,,,,,,,,,,,,SNAG11.SA,,,,,,,,,,,,,,,,
62,MCCI11,Títulos e Val. Mob.,74.65,12.56,12.73,0.84,1266070000,2355740,0,0.0,0.0,0.0,0.0,57,51,108,,,,,,Brazil,,,,,,,,,,86400,2,73.51,73.51,10.8,0.1154,1697155200.0,,10.514085,31988.0,31231.0,31231.0,74.41,74.99,1266064000.0,95.5,,76.6614,85.3593,BRL,,,16960000.0,0.01653,16960000.0,,,,,,7.1,,,-0.2183246,0.19995654,0.8,1736812800.0,SAO,EQUITY,MCCI11.SA,MCCI11.SA,FII MAUA    CI,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,1575982800,America/Sao_Paulo,BRT,e391c868-62c9-323d-b06e-c20183a1160a,finmb_636513021,-10800000,74.65,none,,,,,,,,,,,,,,,,MCCI11.SA,,,,,,,,,,,,,,,,
63,VGIR11,Títulos e Val. Mob.,9.1,10.36,13.75,0.95,1329520000,5340920,0,0.0,0.0,0.0,0.0,80,29,109,,,,,,Brazil,,,,,,,,,,86400,2,9.11,9.11,1.44,0.14770001,1697155200.0,,,605723.0,537303.0,537303.0,9.1,9.15,1049448448.0,10.18,,9.0458,9.622364,BRL,,,115324000.0,0.050809998,115324000.0,,,,,,,,,-0.06952965,0.19995654,0.109584,1736812800.0,SAO,EQUITY,VGIR11.SA,VGIR11.SA,FII VALREIIICI,Valora Re III Fundo De Investimento Imobiliario,1533042000,America/Sao_Paulo,BRT,49fa10d9-4328-31a4-b136-517f15cd21a0,finmb_557660213,-10800000,9.1,none,,,,,,,,,,,,,,,,VGIR11.SA,10:1,1662940800.0,,,,,,,,,,,,,,
64,KISU11,Títulos e Val. Mob.,6.56,12.49,12.88,0.86,289926000,580260,0,0.0,0.0,0.0,0.0,64,45,109,,,,,,Brazil,,,,,,,,,,86400,2,6.69,6.69,,,,,5.377049,106550.0,93887.0,93887.0,6.56,6.64,289925760.0,8.69,,6.8602,7.74015,BRL,,,44196000.0,0.00412,44196100.0,,,,,,1.22,,,-0.22274882,0.19995654,0.07,1738540800.0,SAO,EQUITY,KISU11.SA,KISU11.SA,FII KILIMA  CI,Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30,1610715600,America/Sao_Paulo,BRT,8c1ecdf7-e46a-3c44-852a-82392e30feae,finmb_689535293,-10800000,6.56,none,,,,,,,,,,,,,,,,KISU11.SA,10:1,1627257600.0,,,,,,,,,,,,,,
65,KNHF11,Híbrido,75.49,9.18,7.79,0.76,1484380000,4772240,2,18851.2,312.25,1.66,0.0,29,81,110,,,,,,Brazil,,,,,,,,,,86400,2,75.06,75.06,,,,,9.389303,59275.0,67707.0,67707.0,75.25,75.49,1484374912.0,107.48,,80.006,91.23085,BRL,,,19663200.0,,19663200.0,,,,,,8.04,,,-0.26322466,0.19995654,0.9,1738540800.0,SAO,EQUITY,KNHF11.SA,KNHF11.SA,FII KINEA HFCI,Kinea Hedge Fund Fundo De Investimento Imobiliario,1692709200,America/Sao_Paulo,BRT,488297b7-46d3-3b1b-b4b8-896728f56c85,finmb_1814089213,-10800000,75.49,none,,,,,,,,,,,,,,,,KNHF11.SA,,,,,,,,,,,,,,,,
66,LASC11,Shoppings,109.0,3.24,6.59,0.76,320492000,1328090,2,15292.5,1364.23,8.92,2.64,31,85,116,,,,,,,,,,,,,,,,86400,2,111.48,111.48,,,,,3.3211458,14088.0,964.0,964.0,107.0,109.0,320492704.0,120.97,,110.3784,111.28255,BRL,,,,,,,,,,,,,,,,,,SAO,EQUITY,LASC11.SA,LASC11.SA,FII LEGATUS CI,Legatus Shoppings Fundo De Investimento Imobiliario - FII,1588078800,America/Sao_Paulo,BRT,64772187-3017-379f-850f-4fe7623e310d,finmb_632070230,-10800000,109.0,none,,,,,,,,,,,,,,,,LASC11.SA,,,,,,,,,,,,,,,,
68,XPLG11,Logística,91.0,8.6,10.24,0.81,2837010000,4278230,18,2209.6,203.93,9.23,2.83,51,70,121,"Av. Chedid. Jafet, 75",Torre Sul Floor 30,Sao Paulo,SP,,Brazil,,,,,,,,,,86400,2,89.64,89.64,9.36,0.083900005,1696204800.0,,12.798875,48220.0,51819.0,51819.0,90.2,91.0,2694801152.0,112.5,,91.1934,98.403,BRL,,,29613200.0,0.04671,29613200.0,,,,,,7.11,,,-0.16298747,0.19995654,0.82,1738540800.0,SAO,EQUITY,XPLG11.SA,XPLG11.SA,FII XP LOG  CI,Xp Log Fundo Investimento Imobiliario FII,1591275600,America/Sao_Paulo,BRT,49bac3da-b66f-3832-b8db-94164f310ec7,finmb_558570220,-10800000,91.0,none,,,,,,,,,,,,,,,,XPLG11.SA,,,,0.8138,,,,,,,,,,,,
69,XPML11,Shoppings,97.94,8.31,11.12,0.84,5418060000,14421800,20,5497.12,425.69,7.74,5.65,59,66,125,"Av. Brigadeiro Faria Lima, 3477",,São Paulo,SP,04538-133,Brazil,,,,,,,,,,86400,2,97.98,97.98,10.2,0.0913,1697673600.0,,6.6265225,153453.0,123359.0,123359.0,97.8,97.94,5418060288.0,119.1,,96.8448,106.8314,BRL,,,55320200.0,0.00772,55320200.0,,,,,,14.78,,,-0.17210484,0.19995654,0.92,1737331200.0,SAO,EQUITY,XPML11.SA,XPML11.SA,FII XP MALLSCI,Xp Malls Fundo Investimentos Imobiliarios,1591275600,America/Sao_Paulo,BRT,9551111b-fdae-3600-9c29-394616178479,finmb_543641516,-10800000,97.94,none,,,,,,,,,,,,,,,,XPML11.SA,,,,,,,,,,,,,,,,
70,KNSC11,Títulos e Val. Mob.,8.12,5.85,12.78,0.94,1641880000,6159260,0,0.0,0.0,0.0,0.0,78,49,127,,,,,,Brazil,,,,,,,,,,86400,2,8.11,8.11,9.0,0.1015,1696204800.0,,8.12,839031.0,747513.0,747513.0,8.1,8.12,1080406528.0,9.36,,8.3122,8.883792,BRL,,,133055000.0,0.03534,133055000.0,,,,,,1.0,,,-0.11353713,0.19995654,0.1,1738540800.0,SAO,EQUITY,KNSC11.SA,KNSC11.SA,FII KINEA SCCI,Kinea Securities Fundo De Investimento Imobiliario – Fii,1645102800,America/Sao_Paulo,BRT,5c9eee70-5900-33d6-94c0-86e5c543e595,finmb_684169279,-10800000,8.12,none,,,,,,,,,,,,,,,,KNSC11.SA,10:1,1699228800.0,,0.9391,,,,,,,,,,,,
71,AFHI11,Títulos e Val. Mob.,87.75,10.71,12.79,0.95,399755000,1185970,0,0.0,0.0,0.0,0.0,79,48,127,,,,,,Brazil,,,,,,,,,,86400,2,88.0,88.0,,,,,12.004104,13040.0,12803.0,12803.0,87.5,87.91,399756544.0,99.33,,89.5784,94.7487,BRL,,,4555630.0,0.04257,4555630.0,,,,,,7.31,,,-0.11121237,0.19995654,0.95,1736985600.0,SAO,EQUITY,AFHI11.SA,AFHI11.SA,FII AFHI CRICI,Af Invest Cri Fundo De Investimento Imobiliario – Recebiveis Imobiliarios,1617627600,America/Sao_Paulo,BRT,4f7b8a86-109c-33b4-96d8-6c0507a85ebf,finmb_701693391,-10800000,87.75,none,,,,,,,,,,,,,,,,AFHI11.SA,,,,,,,,,,,,,,,,
72,GGRC11,Logística,9.12,9.6,7.5,0.81,964921000,2472020,13,1157.87,144.15,12.45,0.0,47,83,130,Rua Gomes de Carvalho,1195 – 4º Andar Vila Olímpia,Sao Paulo,,04547-004,Brazil,55 11 2388 0480,,REIT - Industrial,reit-industrial,,Financial,financial,,,86400,2,9.18,9.18,11.4,0.100600004,1696291200.0,,,241068.0,314201.0,314201.0,9.12,9.24,964923328.0,11.68,,9.4426,10.4176,BRL,,,105803000.0,0.02081,105917000.0,,,,,,,,,-0.19718307,0.19995654,0.095,1738627200.0,SAO,EQUITY,GGRC11.SA,GGRC11.SA,FII GGRCOVEPCI,Ggr Covipe Renda Fundo Investimento Imobiliario,1507554000,America/Sao_Paulo,BRT,562a5a76-52d9-302e-b40e-ab01930a8d2d,finmb_421014964,-10800000,9.12,none,,,,,,,,,,,,,,,,GGRC11.SA,10:1,1709683200.0,,,,,,,,,,,,,,
73,KNRI11,Híbrido,131.51,7.68,9.06,0.82,3709110000,5574570,20,4615.98,352.22,7.63,0.13,55,78,133,,,,,,Brazil,,,REIT - Diversified,reit-diversified,,Financial,financial,,,86400,2,130.69,130.69,12.0,0.0757,1696204800.0,0.193943,8.923797,45375.0,42472.0,42472.0,131.23,131.69,3714420992.0,167.05,10.864215,132.019,145.45355,BRL,3804746496.0,0.86016,28244400.0,0.03906,28244400.0,160.185,0.82098824,1688083200.0,1719705600.0,294086016.0,14.737,11.128,,-0.1946724,0.19995654,1.0,1738540800.0,SAO,EQUITY,KNRI11.SA,KNRI11.SA,FII KINEA   CI,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,1407330000,America/Sao_Paulo,BRT,b8f44d16-479a-31c2-b9b2-046369cb0f27,finmb_116450048,-10800000,131.51,none,,0.068,0.829,341895008.0,14.153,0.04287,0.07609,333112000.0,6408750.0,256906000.0,0.97431,,0.84933,BRL,,KNRI11.SA,,,,,,,,,,,,,,,15.435445,8.52
74,BRCO11,Logística,95.79,8.33,6.05,0.81,1523550000,3764310,12,2976.95,313.37,10.53,5.95,48,86,134,,,,,,Brazil,,,,,,,,,,86400,2,95.0,95.0,10.44,0.0847,1696204800.0,,,38168.0,30057.0,30057.0,95.4,95.6,,126.0,,96.6996,108.1939,BRL,,,,0.026659999,,,,,,,,,,-0.23355734,0.19995654,0.87,1738540800.0,SAO,EQUITY,BRCO11.SA,BRCO11.SA,FII BRESCO  CI,Bresco - Fundo De Investimento Imobiliario,1575550800,America/Sao_Paulo,BRT,5967e2f0-1cee-336d-8055-e9e1535ccd28,finmb_603634430,-10800000,95.79,none,,,,,,,,,,,,,,,,BRCO11.SA,,,,,,,,,,,,,,,,
76,TRXF11,Híbrido,99.35,-1.91,12.65,0.97,1990530000,5213120,29,4428.98,337.91,7.63,0.0,81,53,134,,,,,,Brazil,,,,,,,,,,86400,2,98.92,98.92,10.77,0.0998,1696204800.0,,7.515128,56889.0,40086.0,40086.0,99.13,98.97,1530963584.0,114.81,,98.7874,103.5548,BRL,,,15409800.0,0.109469995,15409800.0,,,,,,13.22,,,-0.10944784,0.19995654,0.11,1738540800.0,SAO,EQUITY,TRXF11.SA,TRXF11.SA,FII TRX REALCI,TRX Renda Fundo Investimento Imobiliario,1579784400,America/Sao_Paulo,BRT,5caf4726-3d7d-3518-8b17-6d69491c48d8,finmb_542275591,-10800000,99.35,none,,,,,,,,,,,,,,,,TRXF11.SA,,,,,,,,,,,,,,,,
77,KNIP11,Títulos e Val. Mob.,85.19,14.56,12.35,0.94,6821860000,9576210,0,0.0,0.0,0.0,0.0,77,58,135,,,,,,Brazil,,,REIT - Diversified,reit-diversified,,Financial,financial,,,86400,2,84.2,84.2,7.2,0.077800006,1696204800.0,,9.279957,111616.0,113753.0,113753.0,84.97,85.41,6821861888.0,98.39,,87.5708,92.6701,BRL,,,80078200.0,0.04486,80078200.0,,,,,,9.18,,,-0.11628628,0.19995654,0.95,1738540800.0,SAO,EQUITY,KNIP11.SA,KNIP11.SA,FII KINEA IPCI,Kinea Indices Precos Fundo Investimento Imobiliario - FII,1507554000,America/Sao_Paulo,BRT,3b5f5183-4482-381f-8b38-f476c523addb,finmb_373907676,-10800000,85.19,none,,,,,,,,,,,,,,,,KNIP11.SA,,,,,,,,,,,,,,,,
78,VIFI11,Títulos e Val. Mob.,7.53,11.43,11.48,0.93,60911600,1247600,0,0.0,0.0,0.0,0.0,74,62,136,,,,,,Brazil,,,,,,,,,,86400,2,7.46,7.46,0.84,0.103199996,1696204800.0,,5.738462,126852.0,502.0,502.0,,,60345356.0,8.7,,6.916,7.58445,BRL,,,8089190.0,0.07626,8089190.0,,,,,,1.3,,,-0.15225333,0.19995654,0.07,1738540800.0,SAO,EQUITY,VIFI11.SA,VIFI11.SA,FII VINCI IFCI,Vinci Instrumentos Financeiros Fundo De Investimento Imobiliario,1591794000,America/Sao_Paulo,BRT,590b996c-b179-3eb4-b4d8-c08c7a650041,finmb_636515651,-10800000,7.46,none,,,,,,,,,,,,,,,,VIFI11.SA,10:1,1652745600.0,,,,,,,,,,,,,,
79,KNUQ11,Títulos e Val. Mob.,100.1,7.05,12.64,0.99,1532780000,5309860,0,0.0,0.0,0.0,0.0,83,54,137,,,,,,,,,,,,,,,,86400,2,100.02,100.02,,,,,17.530647,51124.0,62796.0,62796.0,99.81,100.1,1532781184.0,107.65,,99.6102,103.049,BRL,,,,,,,,,,,,,,,,,,SAO,EQUITY,KNUQ11.SA,KNUQ11.SA,FII KINEA UNCI,,1698325200,America/Sao_Paulo,BRT,13cfbdb7-1819-3db2-a1ce-fc0579ac9063,finmb_1818804059,-10800000,100.1,none,,,,,,,,,,,,,,,,KNUQ11.SA,,,,,,,,,,,,,,,,
80,HGBL11,Logística,8.59,1.41,10.23,0.88,105086000,641656,1,1480.04,39.49,2.67,0.0,69,71,140,,,,,,,,,,,,,,,,86400,2,8.6,8.6,,,,,,55790.0,121400.0,121400.0,8.32,8.6,105604600.0,11.0,,9.1846,10.018604,BRL,,,,,,,,,,,,,,,,,,SAO,EQUITY,HGBL11.SA,HGBL11.SA,FII HGBL    CI,,1713186000,America/Sao_Paulo,BRT,da087163-370d-357c-91b7-6319d5e559fc,finmb_1869860676,-10800000,8.59,none,,,,,,,,,,,,,,,,HGBL11.SA,,,,,,,,,,,,,,,,
82,ARRI11,Títulos e Val. Mob.,7.46,7.73,8.91,0.87,146566000,526184,0,0.0,0.0,0.0,0.0,65,79,144,,,,,,Brazil,,,,,,,,,,86400,2,7.4,7.4,1.2,0.137,1696204800.0,,5.485294,69984.0,37574.0,37574.0,7.4,7.48,114463256.0,9.3,,7.8398,8.642307,BRL,,,15343600.0,0.00575,15343600.0,,,,,,1.36,,,-0.18380743,0.19995654,0.09,1738540800.0,SAO,EQUITY,ARRI11.SA,ARRI11.SA,FII ATRIO   CI,Fundo De Investimento Imobiliario Atrio Reit Recebiveis Imobiliarios,1573477200,America/Sao_Paulo,BRT,451c2a2f-114c-38b3-a95a-d14d14b2b7ff,finmb_632069622,-10800000,7.46,none,,,,,,,,,,,,,,,,ARRI11.SA,10:1,1660003200.0,,,,,,,,,,,,,,
84,HGCR11,Títulos e Val. Mob.,87.5,13.15,7.16,0.88,1349080000,3105760,0,0.0,0.0,0.0,0.0,68,84,152,,,,,,Brazil,,,REIT - Diversified,reit-diversified,,Financial,financial,,,86400,2,87.5,87.5,13.2,0.12529999,1696204800.0,,,38182.0,29386.0,29386.0,87.25,87.8,1349083776.0,106.99,,91.3186,99.385,BRL,,,15418100.0,0.031070001,15418100.0,,,,,,,,,-0.17413872,0.19995654,1.05,1738540800.0,SAO,EQUITY,HGCR11.SA,HGCR11.SA,FII HGCR PAXCI,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,1407330000,America/Sao_Paulo,BRT,9d8aaadc-12be-3dd3-a1b9-f71d51b632cc,finmb_106348095,-10800000,87.5,none,,,,,,,,,,,,,,,,HGCR11.SA,10:1,1507593600.0,,,,,,,,,,,,,,
85,ALZR11,Híbrido,96.25,7.77,9.41,0.93,1176810000,1637100,16,4577.35,362.8,7.93,0.0,75,77,152,,,,,,Brazil,,,Property Management,property-management,,Financial,financial,,,86400,2,96.2,96.2,9.9,0.0857,1697673600.0,,13.203018,18567.0,15964.0,15964.0,96.06,96.25,963616512.0,118.9,,98.5464,104.58602,BRL,,,10011600.0,0.00521,10011600.0,,,,,,7.29,,,-0.18755805,0.19995654,0.8055,1737331200.0,SAO,EQUITY,ALZR11.SA,ALZR11.SA,FII ALIANZA CI,Alianza Trust Renda Imobiliaria Fundo Investimento Imobiliario,1515067200,America/Sao_Paulo,BRT,a6fa92f1-31c6-318c-9eae-23fc20ce415f,finmb_543632477,-10800000,96.25,none,,,,,,,,,,,,,,,,ALZR11.SA,,,,,,,,,,,,,,,,
86,HSRE11,Híbrido,101.54,6.87,9.99,1.12,903576000,3407930,24,7345.09,632.41,8.61,0.0,86,73,159,,,,,,,,,,,,,,,,86400,2,101.54,101.54,,,,,10.174349,39026.0,55172.0,55172.0,99.0,101.55,90357604352.0,122.4,,100.2172,102.2862,BRL,,,,,,,,,,,,,,,,,,SAO,EQUITY,HSRE11.SA,HSRE11.SA,FII HSIRENDACI,Hsi Renda Imobiliario - Fundo De Investimento Imobiliario,1609160400,America/Sao_Paulo,BRT,b7a81347-5b16-3ee9-b1a4-98d8d8134ce5,finmb_677688806,-10800000,101.54,none,,,,,,,,,,,,,,,,HSRE11.SA,,,,,,,,,,,,,,,,
